aid,trattato,w,subclass,campo,g_adopt,non_cs
5033696295,0,1,2005,Neuroscience,NA,1
5033697509,0,1,8519,Psychology,NA,1
5033705258,1,1,4220,Computer Science,2021,0
5033705417,0,1,4641,Engineering,NA,1
5033706423,1,1,4221,Computer Science,2021,0
5033710433,1,1,4222,Computer Science,2021,0
5033711815,1,1,4223,Computer Science,2020,0
5033715595,0,1,15012,Computer Science,NA,0
5033720496,0,1,337,Neuroscience,NA,1
5033722814,1,1,4224,Computer Science,2020,0
5033726384,0,1,12591,Computer Science,NA,0
5033726943,0,1,3197,Medicine,NA,1
5033732215,0,1,4987,Computer Science,NA,0
5033737940,1,1,4225,Computer Science,2021,0
5033742967,0,1,5877,Engineering,NA,1
5033744547,1,1,4226,Computer Science,2020,0
5033745037,0,1,5111,Computer Science,NA,0
5033745290,0,1,8232,Computer Science,NA,0
5033748503,0,1,724,Engineering,NA,1
5033748618,0,1,13339,Physics and Astronomy,NA,1
5033751855,0,1,15193,Earth and Planetary Sciences,NA,1
5033756912,1,1,4227,Medicine,2020,1
5033760810,0,1,10613,Computer Science,NA,0
5033768095,0,1,13302,Computer Science,NA,0
5033782938,0,1,16354,Computer Science,NA,0
5033784578,0,1,11543,Engineering,NA,1
5033785339,1,1,4228,Computer Science,2021,0
5033786777,1,1,4229,Engineering,2022,1
5033790986,1,1,4230,Computer Science,2022,0
5033791367,0,1,8594,Engineering,NA,1
5033792445,0,1,4196,"Biochemistry, Genetics and Molecular Biology",NA,1
5033799651,1,1,4231,Earth and Planetary Sciences,2021,1
5033799874,0,1,12667,Computer Science,NA,0
5033802797,0,1,12732,Engineering,NA,1
5033808402,1,1,4232,Engineering,2020,1
5033817786,1,1,4233,Computer Science,2020,0
5033823447,0,1,8973,Neuroscience,NA,1
5033823860,0,1,13986,Computer Science,NA,0
5033824891,1,1,4234,Medicine,2022,1
5033826310,0,1,16298,Computer Science,NA,0
5033830653,0,1,1589,Computer Science,NA,0
5033843025,0,1,1273,Computer Science,NA,0
5033845008,0,1,14695,Engineering,NA,1
5033846851,1,1,4235,Computer Science,2020,0
5033848427,1,1,4236,"Biochemistry, Genetics and Molecular Biology",2021,1
5033849757,0,1,5379,Earth and Planetary Sciences,NA,1
5033850423,1,1,4237,Computer Science,2019,0
5033861436,1,1,4238,Engineering,2022,1
5033862304,1,1,4239,Neuroscience,2021,1
5033862822,1,1,4240,Computer Science,2022,0
5033869703,1,1,4241,Computer Science,2022,0
5033872040,0,1,8423,Engineering,NA,1
5033878656,1,1,4242,Computer Science,2021,0
5033880574,1,1,4243,Computer Science,2019,0
5033881728,1,1,4244,Computer Science,2019,0
5033885404,1,1,4245,"Biochemistry, Genetics and Molecular Biology",2022,1
5033887787,1,1,4246,Computer Science,2021,0
5033890428,1,1,4247,Materials Science,2021,1
5033892060,0,1,9795,Computer Science,NA,0
5033892624,0,1,14975,Computer Science,NA,0
5033893445,0,1,12960,Engineering,NA,1
5033894687,1,1,4248,Computer Science,2019,0
5033896100,1,1,4249,Computer Science,2022,0
5033899297,0,1,8974,Engineering,NA,1
5033900220,1,1,4250,Computer Science,2021,0
5033904513,1,1,4251,Medicine,2022,1
5033906394,1,1,4252,Engineering,2021,1
5033908106,0,1,8167,Neuroscience,NA,1
5033918770,1,1,4253,Computer Science,2021,0
5033928805,0,1,13201,Computer Science,NA,0
5033933320,0,1,14913,Computer Science,NA,0
5033933860,1,1,4254,Computer Science,2022,0
5033934413,1,1,4255,"Biochemistry, Genetics and Molecular Biology",2021,1
5033934770,1,1,4256,Computer Science,2019,0
5033945505,1,1,4257,Computer Science,2019,0
5033947135,0,1,4870,Environmental Science,NA,1
5033953625,0,1,947,Computer Science,NA,0
5033954140,1,1,4258,Engineering,2022,1
5033954307,0,1,9793,Social Sciences,NA,1
5033960992,0,1,16387,Computer Science,NA,0
5033965639,1,1,4259,"Biochemistry, Genetics and Molecular Biology",2022,1
5033967172,0,1,8575,Engineering,NA,1
5033967272,0,1,8204,Earth and Planetary Sciences,NA,1
5033975637,1,1,4260,Computer Science,2020,0
5033980937,1,1,4261,"Business, Management and Accounting",2020,1
5033987237,0,1,12825,Decision Sciences,NA,1
5033993440,1,1,4262,Medicine,2022,1
5033998769,0,1,4482,Physics and Astronomy,NA,1
5033998859,0,1,15166,Computer Science,NA,0
5034006700,0,1,10691,Decision Sciences,NA,1
5034022345,1,1,4263,Computer Science,2019,0
5034023264,0,1,3763,Neuroscience,NA,1
5034026499,1,1,4264,Computer Science,2022,0
5034031357,0,1,2849,Computer Science,NA,0
5034033533,0,1,11660,Engineering,NA,1
5034036611,1,1,4265,Computer Science,2020,0
5034036671,0,1,3566,Environmental Science,NA,1
5034036927,0,1,7050,"Biochemistry, Genetics and Molecular Biology",NA,1
5034039375,1,1,4266,Medicine,2022,1
5034040358,1,1,4267,"Biochemistry, Genetics and Molecular Biology",2022,1
5034046161,0,1,10108,Medicine,NA,1
5034057704,0,1,16010,Decision Sciences,NA,1
5034059867,1,1,4268,Computer Science,2021,0
5034061890,0,1,8523,Medicine,NA,1
5034064578,0,1,10805,Engineering,NA,1
5034067142,0,1,13318,"Biochemistry, Genetics and Molecular Biology",NA,1
5034071040,0,1,12298,Computer Science,NA,0
5034073130,0,1,16709,Engineering,NA,1
5034074283,0,1,8937,Engineering,NA,1
5034075663,1,1,4269,Social Sciences,2020,1
5034076483,0,1,9521,Computer Science,NA,0
5034080216,0,1,9056,Engineering,NA,1
5034084717,1,1,4270,Computer Science,2020,0
5034086768,0,1,4822,Engineering,NA,1
5034088822,0,1,10411,Computer Science,NA,0
5034089074,1,1,4271,Computer Science,2021,0
5034094232,1,1,4272,Computer Science,2021,0
5034095158,0,1,7158,Earth and Planetary Sciences,NA,1
5034104790,1,1,4273,Computer Science,2021,0
5034109408,0,1,2970,Computer Science,NA,0
5034113478,0,1,10905,Computer Science,NA,0
5034116654,0,1,8260,Medicine,NA,1
5034117498,1,1,4274,Agricultural and Biological Sciences,2022,1
5034117781,0,1,5507,Computer Science,NA,0
5034122103,0,1,2328,Computer Science,NA,0
5034125179,1,1,4275,Computer Science,2022,0
5034125752,0,1,4296,Computer Science,NA,0
5034128393,1,1,4276,Computer Science,2022,0
5034132019,1,1,4277,Medicine,2022,1
5034134503,0,1,13901,Earth and Planetary Sciences,NA,1
5034136464,1,1,4278,Computer Science,2020,0
5034136585,1,1,4279,Computer Science,2019,0
5034138123,1,1,4280,Computer Science,2021,0
5034146490,1,1,4281,Computer Science,2022,0
5034153476,0,1,6880,Medicine,NA,1
5034154377,0,1,11903,Computer Science,NA,0
5034154991,1,1,4282,Computer Science,2021,0
5034159054,1,1,4283,Computer Science,2022,0
5034161060,1,1,4284,Computer Science,2021,0
5034161989,1,1,4285,Computer Science,2019,0
5034166335,1,1,4286,Engineering,2022,1
5034170700,0,1,8181,Medicine,NA,1
5034173999,1,1,4287,Computer Science,2020,0
5034177039,1,1,4288,Computer Science,2022,0
5034182739,1,1,4289,Computer Science,2021,0
5034185042,0,1,1205,Medicine,NA,1
5034187026,0,1,14499,Computer Science,NA,0
5034196986,0,1,6283,Engineering,NA,1
5034206767,1,1,4290,Health Professions,2022,1
5034216883,0,1,3830,Computer Science,NA,0
5034221181,0,1,7486,Physics and Astronomy,NA,1
5034222191,1,1,4291,Computer Science,2022,0
5034227150,0,1,8729,Computer Science,NA,0
5034228010,1,1,4292,Computer Science,2021,0
5034232115,1,1,4293,Engineering,2022,1
5034242786,0,1,5821,Computer Science,NA,0
5034242806,0,1,13249,Computer Science,NA,0
5034247308,1,1,4294,Computer Science,2021,0
5034248834,0,1,14046,Social Sciences,NA,1
5034250127,0,1,10696,"Biochemistry, Genetics and Molecular Biology",NA,1
5034254754,0,1,925,Computer Science,NA,0
5034255925,0,1,6380,Medicine,NA,1
5034257498,0,1,13165,Engineering,NA,1
5034260726,0,1,12675,Computer Science,NA,0
5034265751,1,1,4295,Medicine,2022,1
5034269057,0,1,13194,Computer Science,NA,0
5034269994,0,1,13064,Engineering,NA,1
5034272491,0,1,14436,Computer Science,NA,0
5034277315,0,1,612,Computer Science,NA,0
5034293705,1,1,4296,Computer Science,2022,0
5034294283,0,1,16238,Computer Science,NA,0
5034314821,0,1,14771,Computer Science,NA,0
5034315310,0,1,2735,Computer Science,NA,0
5034317440,0,1,11250,Computer Science,NA,0
5034329125,1,1,4297,"Biochemistry, Genetics and Molecular Biology",2021,1
5034331643,1,1,4298,Computer Science,2022,0
5034335392,0,1,8577,"Business, Management and Accounting",NA,1
5034337536,0,1,529,Computer Science,NA,0
5034337895,0,1,9965,Computer Science,NA,0
5034339267,1,1,4299,Computer Science,2022,0
5034341370,0,1,12233,Engineering,NA,1
5034346065,0,1,640,Computer Science,NA,0
5034346452,0,1,7763,Engineering,NA,1
5034346612,1,1,4300,Decision Sciences,2022,1
5034361377,1,1,4301,Medicine,2022,1
5034361899,0,1,12180,Computer Science,NA,0
5034362557,0,1,3516,Computer Science,NA,0
5034362700,1,1,4302,"Biochemistry, Genetics and Molecular Biology",2022,1
5034365186,1,1,4303,"Biochemistry, Genetics and Molecular Biology",2022,1
5034365594,0,1,10500,Computer Science,NA,0
5034365682,0,1,1698,Arts and Humanities,NA,1
5034368837,0,1,13321,"Business, Management and Accounting",NA,1
5034386390,1,1,4304,Computer Science,2020,0
5034391166,1,1,4305,Health Professions,2022,1
5034397232,1,1,4306,Computer Science,2021,0
5034398623,0,1,9900,Decision Sciences,NA,1
5034398981,0,1,1435,"Economics, Econometrics and Finance",NA,1
5034405420,0,1,11277,Engineering,NA,1
5034405454,0,1,7586,Engineering,NA,1
5034406723,1,1,4307,Computer Science,2021,0
5034408315,0,1,8076,"Business, Management and Accounting",NA,1
5034409513,1,1,4308,Computer Science,2020,0
5034409741,0,1,4107,Engineering,NA,1
5034411238,1,1,4309,Engineering,2022,1
5034412164,0,1,10603,Computer Science,NA,0
5034415838,1,1,4310,Computer Science,2019,0
5034420885,1,1,4311,Computer Science,2020,0
5034420945,0,1,11568,Computer Science,NA,0
5034422116,0,1,12424,"Biochemistry, Genetics and Molecular Biology",NA,1
5034427070,0,1,15771,Computer Science,NA,0
5034435383,1,1,4312,Engineering,2020,1
5034435564,1,1,4313,Computer Science,2022,0
5034438662,0,1,10415,Engineering,NA,1
5034454973,0,1,12025,Earth and Planetary Sciences,NA,1
5034457595,0,1,14479,Computer Science,NA,0
5034459552,0,1,14466,Engineering,NA,1
5034461489,1,1,4314,Computer Science,2020,0
5034461873,0,1,6831,Engineering,NA,1
5034464263,0,1,4185,Neuroscience,NA,1
5034474103,0,1,13444,Chemical Engineering,NA,1
5034476404,1,1,4315,Computer Science,2019,0
5034482692,0,1,9844,Social Sciences,NA,1
5034483183,1,1,4316,Computer Science,2022,0
5034485452,0,1,16588,Computer Science,NA,0
5034486640,1,1,4317,Engineering,2022,1
5034486788,0,1,4830,Decision Sciences,NA,1
5034488796,1,1,4318,Computer Science,2020,0
5034490205,1,1,4319,Computer Science,2020,0
5034493481,0,1,10694,Engineering,NA,1
5034499129,0,1,7342,Environmental Science,NA,1
5034511947,0,1,16641,Computer Science,NA,0
5034513925,1,1,4320,Computer Science,2021,0
5034516221,0,1,9801,Computer Science,NA,0
5034520734,1,1,4321,Computer Science,2022,0
5034521535,1,1,4322,Computer Science,2021,0
5034524285,1,1,4323,"Biochemistry, Genetics and Molecular Biology",2022,1
5034529636,0,1,15366,Environmental Science,NA,1
5034529775,1,1,4324,Computer Science,2019,0
5034535641,0,1,380,Computer Science,NA,0
5034536222,1,1,4325,Computer Science,2020,0
5034537294,0,1,9391,Computer Science,NA,0
5034538103,1,1,4326,Computer Science,2021,0
5034540373,1,1,4327,Computer Science,2020,0
5034547685,0,1,8363,Physics and Astronomy,NA,1
5034550382,1,1,4328,Computer Science,2021,0
5034551675,0,1,16563,Computer Science,NA,0
5034552370,1,1,4329,Medicine,2022,1
5034553962,1,1,4330,Medicine,2022,1
5034564787,1,1,4331,Computer Science,2022,0
5034567844,0,1,11394,Medicine,NA,1
5034570279,1,1,4332,Computer Science,2020,0
5034570500,0,1,5714,Computer Science,NA,0
5034571717,1,1,4333,Computer Science,2022,0
5034574326,1,1,4334,Computer Science,2021,0
5034581393,0,1,8391,Computer Science,NA,0
5034582194,0,1,7743,Medicine,NA,1
5034587717,0,1,7607,Engineering,NA,1
5034592186,1,1,4335,Materials Science,2020,1
5034599339,1,1,4336,Earth and Planetary Sciences,2022,1
5034601329,0,1,15036,Computer Science,NA,0
5034602812,1,1,4337,Computer Science,2022,0
5034606659,1,1,4338,Computer Science,2022,0
5034607408,0,1,7176,Earth and Planetary Sciences,NA,1
5034630340,1,1,4339,Computer Science,2022,0
5034636034,0,1,12566,Computer Science,NA,0
5034638851,0,1,11509,"Biochemistry, Genetics and Molecular Biology",NA,1
5034644722,1,1,4340,Computer Science,2020,0
5034652805,0,1,10563,Computer Science,NA,0
5034654432,1,1,4341,Medicine,2022,1
5034655632,0,1,5073,Medicine,NA,1
5034655727,1,1,4342,Computer Science,2021,0
5034657358,0,1,7266,Computer Science,NA,0
5034662260,0,1,14229,Computer Science,NA,0
5034668928,1,1,4343,Computer Science,2022,0
5034672439,1,1,4344,Computer Science,2021,0
5034675932,1,1,4345,Computer Science,2020,0
5034676950,0,1,15605,Computer Science,NA,0
5034678630,0,1,11158,Environmental Science,NA,1
5034684071,0,1,7117,Social Sciences,NA,1
5034701871,1,1,4346,Computer Science,2020,0
5034703281,1,1,4347,Computer Science,2022,0
5034703407,0,1,5392,Physics and Astronomy,NA,1
5034703920,1,1,4348,Computer Science,2021,0
5034715099,1,1,4349,Computer Science,2020,0
5034722698,1,1,4350,Computer Science,2022,0
5034736630,0,1,8569,Computer Science,NA,0
5034736998,1,1,4351,Computer Science,2020,0
5034737032,1,1,4352,Computer Science,2021,0
5034743701,0,1,4444,Environmental Science,NA,1
5034743810,0,1,4681,Medicine,NA,1
5034745689,1,1,4353,Agricultural and Biological Sciences,2022,1
5034746334,0,1,8400,Engineering,NA,1
5034746527,0,1,2589,Engineering,NA,1
5034751153,1,1,4354,Computer Science,2022,0
5034752551,1,1,4355,Medicine,2020,1
5034762381,1,1,4356,Medicine,2021,1
5034766193,0,1,12722,Computer Science,NA,0
5034768623,0,1,10745,Computer Science,NA,0
5034771998,0,1,4530,Computer Science,NA,0
5034774039,1,1,4357,Computer Science,2022,0
5034788559,1,1,4358,Computer Science,2022,0
5034792613,1,1,4359,Computer Science,2020,0
5034792667,0,1,15122,Computer Science,NA,0
5034792852,0,1,10418,Computer Science,NA,0
5034797797,1,1,4360,Physics and Astronomy,2020,1
5034798985,1,1,4361,"Business, Management and Accounting",2022,1
5034805159,0,1,6997,Engineering,NA,1
5034805489,0,1,6716,Environmental Science,NA,1
5034811227,1,1,4362,Computer Science,2022,0
5034822825,0,1,657,Computer Science,NA,0
5034823980,1,1,4363,Computer Science,2020,0
5034826100,0,1,5260,Computer Science,NA,0
5034826814,1,1,4364,Computer Science,2021,0
5034828225,0,1,3353,"Biochemistry, Genetics and Molecular Biology",NA,1
5034830455,0,1,5618,Computer Science,NA,0
5034832697,1,1,4365,Engineering,2021,1
5034835113,1,1,4366,Computer Science,2021,0
5034837202,0,1,1429,Agricultural and Biological Sciences,NA,1
5034838576,0,1,3418,Computer Science,NA,0
5034841950,0,1,6679,Computer Science,NA,0
5034842939,1,1,4367,Computer Science,2022,0
5034853402,0,1,1924,Engineering,NA,1
5034853815,1,1,4368,Computer Science,2021,0
5034858834,0,1,1476,Computer Science,NA,0
5034863691,1,1,4369,Computer Science,2020,0
5034872726,0,1,16702,Arts and Humanities,NA,1
5034878799,0,1,7648,Computer Science,NA,0
5034879141,1,1,4370,Computer Science,2021,0
5034886708,1,1,4371,Computer Science,2021,0
5034890057,1,1,4372,Computer Science,2021,0
5034891790,1,1,4373,Social Sciences,2022,1
5034895893,0,1,10527,Computer Science,NA,0
5034896342,0,1,1725,Engineering,NA,1
5034906558,0,1,1260,"Economics, Econometrics and Finance",NA,1
5034908019,1,1,4374,Computer Science,2019,0
5034909666,0,1,15267,Physics and Astronomy,NA,1
5034911046,0,1,13199,Engineering,NA,1
5034912847,0,1,16145,Engineering,NA,1
5034914166,0,1,16568,Computer Science,NA,0
5034917645,0,1,3572,Social Sciences,NA,1
5034921884,1,1,4375,Computer Science,2022,0
5034924491,1,1,4376,Computer Science,2020,0
5034935226,0,1,13675,Physics and Astronomy,NA,1
5034937599,1,1,4377,Computer Science,2021,0
5034941095,1,1,4378,Computer Science,2022,0
5034946345,1,1,4379,Computer Science,2021,0
5034957065,0,1,7414,Computer Science,NA,0
5034958628,0,1,13636,Engineering,NA,1
5034958783,0,1,11233,Computer Science,NA,0
5034960578,1,1,4380,Computer Science,2022,0
5034961228,0,1,6519,Computer Science,NA,0
5034962802,1,1,4381,Computer Science,2021,0
5034975204,0,1,2001,Computer Science,NA,0
5034979367,0,1,1277,Environmental Science,NA,1
5034994292,1,1,4382,"Biochemistry, Genetics and Molecular Biology",2021,1
5034994700,1,1,4383,Computer Science,2021,0
5035006871,0,1,4632,Computer Science,NA,0
5035014734,1,1,4384,Computer Science,2022,0
5035019045,0,1,2063,Computer Science,NA,0
5035025604,0,1,14347,Computer Science,NA,0
5035030398,1,1,4385,"Pharmacology, Toxicology and Pharmaceutics",2021,1
5035031803,0,1,13004,"Biochemistry, Genetics and Molecular Biology",NA,1
5035032490,1,1,4386,Computer Science,2021,0
5035038876,1,1,4387,Computer Science,2022,0
5035039048,0,1,5562,Computer Science,NA,0
5035040105,0,1,12335,Computer Science,NA,0
5035040847,0,1,3285,Earth and Planetary Sciences,NA,1
5035046930,1,1,4388,Computer Science,2021,0
5035048262,0,1,257,Computer Science,NA,0
5035048904,1,1,4389,Neuroscience,2021,1
5035051966,1,1,4390,Computer Science,2021,0
5035052338,0,1,6988,Engineering,NA,1
5035052603,1,1,4391,Computer Science,2021,0
5035053697,1,1,4392,Mathematics,2022,1
5035062171,0,1,11765,Engineering,NA,1
5035065593,1,1,4393,"Economics, Econometrics and Finance",2020,1
5035071151,1,1,4394,Computer Science,2022,0
5035073302,0,1,12975,"Biochemistry, Genetics and Molecular Biology",NA,1
5035074236,1,1,4395,Medicine,2020,1
5035084467,1,1,4396,Computer Science,2020,0
5035088083,1,1,4397,Computer Science,2019,0
5035103923,0,1,748,Environmental Science,NA,1
5035107113,1,1,4398,Computer Science,2021,0
5035107313,1,1,4399,Computer Science,2020,0
5035109881,1,1,4400,Computer Science,2021,0
5035112538,1,1,4401,Computer Science,2022,0
5035117617,1,1,4402,Computer Science,2019,0
5035117995,1,1,4403,Social Sciences,2020,1
5035121838,1,1,4404,Computer Science,2022,0
5035123082,1,1,4405,"Biochemistry, Genetics and Molecular Biology",2022,1
5035126390,0,1,13525,Computer Science,NA,0
5035128762,1,1,4406,Computer Science,2020,0
5035130915,0,1,6221,Computer Science,NA,0
5035131824,0,1,14668,Engineering,NA,1
5035133018,1,1,4407,Computer Science,2020,0
5035133764,0,1,13601,Computer Science,NA,0
5035135735,0,1,624,Computer Science,NA,0
5035137448,0,1,14705,Engineering,NA,1
5035139556,1,1,4408,Environmental Science,2021,1
5035140535,1,1,4409,Computer Science,2020,0
5035140862,1,1,4410,Computer Science,2021,0
5035141289,1,1,4411,Computer Science,2022,0
5035142082,1,1,4412,Engineering,2022,1
5035151979,1,1,4413,Computer Science,2021,0
5035153076,1,1,4414,Computer Science,2022,0
5035163413,1,1,4415,"Biochemistry, Genetics and Molecular Biology",2020,1
5035163865,0,1,8728,Computer Science,NA,0
5035174613,1,1,4416,Computer Science,2021,0
5035175263,1,1,4417,Medicine,2020,1
5035175627,0,1,8613,Materials Science,NA,1
5035179905,1,1,4418,"Business, Management and Accounting",2022,1
5035181407,0,1,13681,Computer Science,NA,0
5035182107,0,1,16519,Computer Science,NA,0
5035185031,0,1,5643,Chemistry,NA,1
5035185924,1,1,4419,Computer Science,2020,0
5035200265,1,1,4420,Computer Science,2022,0
5035212732,0,1,10257,Earth and Planetary Sciences,NA,1
5035221043,1,1,4421,Computer Science,2020,0
5035226758,0,1,750,Computer Science,NA,0
5035233392,0,1,235,Computer Science,NA,0
5035234789,0,1,9452,Computer Science,NA,0
5035240808,0,1,4,Computer Science,NA,0
5035244550,0,1,4526,Psychology,NA,1
5035244581,0,1,7069,Environmental Science,NA,1
5035246366,0,1,3990,Social Sciences,NA,1
5035250524,1,1,4422,Medicine,2022,1
5035261409,0,1,1616,Computer Science,NA,0
5035267416,0,1,8549,Computer Science,NA,0
5035271106,1,1,4423,Computer Science,2022,0
5035277232,1,1,4424,Computer Science,2021,0
5035279941,0,1,11038,Physics and Astronomy,NA,1
5035284207,1,1,4425,Computer Science,2019,0
