aid,trattato,w,subclass,campo,g_adopt,non_cs
5031505969,0,1,14317,Computer Science,NA,0
5031517308,1,1,3942,Engineering,2019,1
5031518343,0,1,10751,Computer Science,NA,0
5031520395,1,1,3943,Computer Science,2022,0
5031527123,0,1,1939,Mathematics,NA,1
5031539135,1,1,3944,Computer Science,2022,0
5031549572,1,1,3945,Earth and Planetary Sciences,2021,1
5031552594,1,1,3946,Computer Science,2021,0
5031554273,1,1,3947,Computer Science,2021,0
5031562992,1,1,3948,Computer Science,2022,0
5031565874,1,1,3949,"Biochemistry, Genetics and Molecular Biology",2022,1
5031567903,0,1,13804,Engineering,NA,1
5031571626,1,1,3950,Computer Science,2020,0
5031572202,1,1,3951,Computer Science,2022,0
5031576307,0,1,2843,Engineering,NA,1
5031584313,1,1,3952,"Biochemistry, Genetics and Molecular Biology",2022,1
5031588692,1,1,3953,Engineering,2022,1
5031589452,1,1,3954,"Biochemistry, Genetics and Molecular Biology",2022,1
5031592831,1,1,3955,Computer Science,2022,0
5031595551,0,1,12616,Computer Science,NA,0
5031596501,0,1,13050,Computer Science,NA,0
5031598365,0,1,10333,Engineering,NA,1
5031599880,0,1,15675,Computer Science,NA,0
5031600582,1,1,3956,Computer Science,2021,0
5031603082,1,1,3957,Decision Sciences,2022,1
5031608781,0,1,15639,"Business, Management and Accounting",NA,1
5031612152,1,1,3958,Earth and Planetary Sciences,2022,1
5031615413,0,1,16468,Computer Science,NA,0
5031615879,0,1,4241,Environmental Science,NA,1
5031618906,0,1,15806,Computer Science,NA,0
5031619277,0,1,7624,Computer Science,NA,0
5031620559,0,1,15708,Medicine,NA,1
5031623078,1,1,3959,Computer Science,2021,0
5031637391,1,1,3960,"Biochemistry, Genetics and Molecular Biology",2022,1
5031639694,0,1,5579,Engineering,NA,1
5031640365,0,1,14723,Computer Science,NA,0
5031647851,0,1,7733,Computer Science,NA,0
5031651864,1,1,3961,Agricultural and Biological Sciences,2020,1
5031653904,1,1,3962,Engineering,2021,1
5031653957,1,1,3963,Computer Science,2020,0
5031663338,1,1,3964,Medicine,2022,1
5031664396,0,1,6050,Social Sciences,NA,1
5031665162,0,1,4176,Computer Science,NA,0
5031666598,1,1,3965,Medicine,2022,1
5031669039,1,1,3966,Engineering,2022,1
5031670966,1,1,3967,Computer Science,2020,0
5031673550,0,1,1904,Computer Science,NA,0
5031678955,1,1,3968,"Biochemistry, Genetics and Molecular Biology",2022,1
5031681098,1,1,3969,Medicine,2022,1
5031690451,0,1,14887,Engineering,NA,1
5031701396,0,1,10758,Computer Science,NA,0
5031701924,0,1,11114,Computer Science,NA,0
5031703549,1,1,3970,Computer Science,2018,0
5031712876,1,1,3971,Computer Science,2021,0
5031715686,0,1,10138,Neuroscience,NA,1
5031719069,1,1,3972,Computer Science,2022,0
5031724343,0,1,4312,Neuroscience,NA,1
5031729638,1,1,3973,Computer Science,2022,0
5031732702,1,1,3974,Materials Science,2021,1
5031737309,1,1,3975,Engineering,2022,1
5031737874,0,1,679,Engineering,NA,1
5031738966,0,1,9561,Engineering,NA,1
5031744461,1,1,3976,Computer Science,2020,0
5031746583,0,1,669,Medicine,NA,1
5031748174,0,1,14864,Computer Science,NA,0
5031749307,1,1,3977,Computer Science,2020,0
5031750908,0,1,11512,Decision Sciences,NA,1
5031752065,0,1,3932,Computer Science,NA,0
5031753259,1,1,3978,Computer Science,2020,0
5031754329,0,1,3622,Engineering,NA,1
5031754349,1,1,3979,Engineering,2022,1
5031754753,0,1,4247,Medicine,NA,1
5031755683,0,1,11883,Social Sciences,NA,1
5031755964,1,1,3980,Computer Science,2022,0
5031768744,1,1,3981,"Biochemistry, Genetics and Molecular Biology",2022,1
5031769699,0,1,10790,Engineering,NA,1
5031772222,1,1,3982,Computer Science,2021,0
5031773367,1,1,3983,Computer Science,2019,0
5031777511,0,1,9204,"Business, Management and Accounting",NA,1
5031787313,0,1,7680,Earth and Planetary Sciences,NA,1
5031790635,0,1,1067,Computer Science,NA,0
5031792794,1,1,3984,Engineering,2022,1
5031794241,1,1,3985,Computer Science,2022,0
5031800532,0,1,4717,Medicine,NA,1
5031805159,1,1,3986,Engineering,2022,1
5031808027,0,1,13323,Computer Science,NA,0
5031810631,0,1,1131,Earth and Planetary Sciences,NA,1
5031811109,0,1,11591,Medicine,NA,1
5031811782,0,1,473,Engineering,NA,1
5031814046,0,1,9955,Computer Science,NA,0
5031823218,0,1,56,"Business, Management and Accounting",NA,1
5031824073,0,1,13166,Engineering,NA,1
5031828357,1,1,3987,Computer Science,2021,0
5031830209,1,1,3988,Computer Science,2022,0
5031833654,1,1,3989,Computer Science,2020,0
5031834098,0,1,4284,Computer Science,NA,0
5031841678,0,1,7123,Computer Science,NA,0
5031842812,1,1,3990,Computer Science,2022,0
5031843438,1,1,3991,"Biochemistry, Genetics and Molecular Biology",2022,1
5031854438,0,1,2822,Computer Science,NA,0
5031854980,0,1,4993,Computer Science,NA,0
5031861539,1,1,3992,Computer Science,2020,0
5031865026,1,1,3993,"Biochemistry, Genetics and Molecular Biology",2022,1
5031875407,1,1,3994,Computer Science,2020,0
5031875872,1,1,3995,Engineering,2022,1
5031876366,0,1,5293,Computer Science,NA,0
5031878697,0,1,6312,Engineering,NA,1
5031884953,0,1,5498,Computer Science,NA,0
5031890939,0,1,10878,Computer Science,NA,0
5031891009,1,1,3996,Medicine,2022,1
5031892330,0,1,5108,Engineering,NA,1
5031896207,1,1,3997,Medicine,2022,1
5031898170,0,1,15465,Engineering,NA,1
5031903932,0,1,2349,Computer Science,NA,0
5031905258,0,1,8038,Computer Science,NA,0
5031911989,1,1,3998,Computer Science,2021,0
5031913902,1,1,3999,Environmental Science,2020,1
5031914892,0,1,6870,Computer Science,NA,0
5031922813,0,1,11620,Engineering,NA,1
5031931968,0,1,16331,Engineering,NA,1
5031934171,1,1,4000,Computer Science,2021,0
5031935371,0,1,13549,Engineering,NA,1
5031936276,1,1,4001,Environmental Science,2022,1
5031936679,1,1,4002,"Biochemistry, Genetics and Molecular Biology",2021,1
5031938818,0,1,11286,Computer Science,NA,0
5031940525,0,1,7165,Computer Science,NA,0
5031940626,1,1,4003,Computer Science,2020,0
5031941569,1,1,4004,Decision Sciences,2021,1
5031967114,0,1,6811,Physics and Astronomy,NA,1
5031968626,1,1,4005,Psychology,2022,1
5031969977,1,1,4006,Social Sciences,2022,1
5031984813,1,1,4007,Computer Science,2022,0
5031986452,1,1,4008,"Economics, Econometrics and Finance",2020,1
5031989062,0,1,2868,Computer Science,NA,0
5031992459,1,1,4009,Engineering,2021,1
5031992776,1,1,4010,"Biochemistry, Genetics and Molecular Biology",2022,1
5031997748,0,1,6132,Computer Science,NA,0
5032010124,0,1,13735,Engineering,NA,1
5032021135,1,1,4011,Computer Science,2021,0
5032021877,1,1,4012,Earth and Planetary Sciences,2022,1
5032023872,1,1,4013,Computer Science,2022,0
5032038161,1,1,4014,"Biochemistry, Genetics and Molecular Biology",2022,1
5032038332,0,1,3599,Social Sciences,NA,1
5032039796,1,1,4015,Computer Science,2021,0
5032045545,1,1,4016,Computer Science,2021,0
5032046573,0,1,13607,Energy,NA,1
5032046813,1,1,4017,Computer Science,2019,0
5032047056,0,1,12226,Health Professions,NA,1
5032048842,1,1,4018,Computer Science,2022,0
5032056146,0,1,16046,Arts and Humanities,NA,1
5032059481,1,1,4019,Computer Science,2022,0
5032061024,0,1,9252,Computer Science,NA,0
5032061647,1,1,4020,Computer Science,2022,0
5032063741,0,1,6605,Energy,NA,1
5032065249,0,1,3066,Computer Science,NA,0
5032073184,1,1,4021,"Biochemistry, Genetics and Molecular Biology",2021,1
5032074795,1,1,4022,Computer Science,2022,0
5032076396,0,1,7313,Computer Science,NA,0
5032077769,0,1,5884,Arts and Humanities,NA,1
5032082399,1,1,4023,Computer Science,2022,0
5032091275,1,1,4024,Computer Science,2020,0
5032098600,1,1,4025,Earth and Planetary Sciences,2021,1
5032098612,0,1,13882,Computer Science,NA,0
5032098636,1,1,4026,Computer Science,2022,0
5032099658,0,1,14303,Computer Science,NA,0
5032100144,0,1,7357,Computer Science,NA,0
5032104368,1,1,4027,Engineering,2022,1
5032107920,0,1,7770,Computer Science,NA,0
5032110941,0,1,4881,Computer Science,NA,0
5032113318,0,1,354,Engineering,NA,1
5032114852,0,1,9320,Computer Science,NA,0
5032115994,1,1,4028,Computer Science,2021,0
5032121230,0,1,10339,Engineering,NA,1
5032121234,1,1,4029,Computer Science,2020,0
5032127732,0,1,6103,Computer Science,NA,0
5032128738,0,1,15559,Computer Science,NA,0
5032130532,1,1,4030,Engineering,2021,1
5032138605,0,1,10158,Computer Science,NA,0
5032141720,1,1,4031,Computer Science,2020,0
5032143076,0,1,444,Engineering,NA,1
5032147874,0,1,6530,Medicine,NA,1
5032148021,0,1,12250,Computer Science,NA,0
5032153939,0,1,13449,Computer Science,NA,0
5032159800,0,1,5420,Computer Science,NA,0
5032163732,0,1,15698,Computer Science,NA,0
5032164035,1,1,4032,Environmental Science,2021,1
5032170911,0,1,3920,Computer Science,NA,0
5032177702,1,1,4033,Computer Science,2022,0
5032183209,1,1,4034,Computer Science,2022,0
5032187551,1,1,4035,Computer Science,2019,0
5032187620,1,1,4036,Computer Science,2021,0
5032203116,0,1,8894,Psychology,NA,1
5032208035,0,1,5658,Computer Science,NA,0
5032222609,0,1,7183,Computer Science,NA,0
5032222900,1,1,4037,"Biochemistry, Genetics and Molecular Biology",2021,1
5032226942,0,1,4864,Computer Science,NA,0
5032232670,0,1,5555,Computer Science,NA,0
5032240201,1,1,4038,Medicine,2022,1
5032240816,1,1,4039,Engineering,2022,1
5032241568,1,1,4040,Computer Science,2022,0
5032247032,1,1,4041,Computer Science,2022,0
5032247984,0,1,4048,Engineering,NA,1
5032249659,1,1,4042,Materials Science,2022,1
5032253415,0,1,581,Computer Science,NA,0
5032254756,0,1,10648,Engineering,NA,1
5032257745,1,1,4043,Computer Science,2021,0
5032263010,1,1,4044,Computer Science,2022,0
5032265881,1,1,4045,Computer Science,2022,0
5032268885,0,1,15191,Engineering,NA,1
5032270069,0,1,1630,Engineering,NA,1
5032275274,1,1,4046,Computer Science,2022,0
5032277491,1,1,4047,Computer Science,2020,0
5032280607,0,1,13887,Computer Science,NA,0
5032284977,1,1,4048,Computer Science,2021,0
5032285062,1,1,4049,Computer Science,2021,0
5032293678,0,1,2948,"Biochemistry, Genetics and Molecular Biology",NA,1
5032302239,1,1,4050,Medicine,2020,1
5032305401,0,1,7893,Computer Science,NA,0
5032308508,1,1,4051,Social Sciences,2021,1
5032310572,1,1,4052,Computer Science,2021,0
5032313363,0,1,1720,Earth and Planetary Sciences,NA,1
5032313969,0,1,3388,Engineering,NA,1
5032321712,1,1,4053,"Biochemistry, Genetics and Molecular Biology",2020,1
5032325271,1,1,4054,Computer Science,2019,0
5032327375,1,1,4055,Computer Science,2020,0
5032339591,1,1,4056,Computer Science,2021,0
5032339639,0,1,16246,"Business, Management and Accounting",NA,1
5032344718,0,1,552,Energy,NA,1
5032353812,0,1,16316,Engineering,NA,1
5032355103,1,1,4057,Computer Science,2021,0
5032359636,1,1,4058,Computer Science,2021,0
5032362514,1,1,4059,Computer Science,2022,0
5032366467,1,1,4060,Computer Science,2022,0
5032369706,0,1,14416,"Business, Management and Accounting",NA,1
5032375235,1,1,4061,Computer Science,2022,0
5032375511,0,1,1340,Computer Science,NA,0
5032382317,0,1,1042,Computer Science,NA,0
5032383728,1,1,4062,Computer Science,2020,0
5032384435,1,1,4063,Computer Science,2022,0
5032399729,1,1,4064,Computer Science,2020,0
5032401600,0,1,15171,Arts and Humanities,NA,1
5032405950,1,1,4065,Computer Science,2022,0
5032411137,0,1,11950,"Biochemistry, Genetics and Molecular Biology",NA,1
5032411139,0,1,10236,Computer Science,NA,0
5032424832,1,1,4066,Computer Science,2022,0
5032425002,0,1,14463,Computer Science,NA,0
5032426248,0,1,10536,Energy,NA,1
5032429023,0,1,12830,Computer Science,NA,0
5032437290,0,1,5926,"Biochemistry, Genetics and Molecular Biology",NA,1
5032439665,1,1,4067,Environmental Science,2022,1
5032441920,0,1,7722,Engineering,NA,1
5032447523,0,1,5973,Environmental Science,NA,1
5032447760,0,1,16113,Earth and Planetary Sciences,NA,1
5032453777,0,1,12071,"Business, Management and Accounting",NA,1
5032454100,1,1,4068,Computer Science,2021,0
5032456107,0,1,16746,Computer Science,NA,0
5032474064,0,1,7093,Computer Science,NA,0
5032475867,1,1,4069,Computer Science,2019,0
5032476929,0,1,9384,Computer Science,NA,0
5032477232,0,1,4421,Computer Science,NA,0
5032485940,1,1,4070,Computer Science,2021,0
5032488386,0,1,6412,Environmental Science,NA,1
5032497085,1,1,4071,Computer Science,2021,0
5032499599,0,1,10585,Agricultural and Biological Sciences,NA,1
5032502252,0,1,15345,Computer Science,NA,0
5032502490,1,1,4072,Computer Science,2022,0
5032502573,1,1,4073,Computer Science,2021,0
5032504811,0,1,6491,Agricultural and Biological Sciences,NA,1
5032506838,0,1,7103,Computer Science,NA,0
5032509223,0,1,15277,"Economics, Econometrics and Finance",NA,1
5032522624,0,1,1841,Computer Science,NA,0
5032529996,0,1,4739,Computer Science,NA,0
5032533490,0,1,13098,Medicine,NA,1
5032533520,1,1,4074,Medicine,2020,1
5032538899,1,1,4075,Social Sciences,2022,1
5032544239,1,1,4076,Computer Science,2021,0
5032548024,1,1,4077,Agricultural and Biological Sciences,2021,1
5032549993,1,1,4078,Computer Science,2019,0
5032558381,0,1,14392,Computer Science,NA,0
5032571629,1,1,4079,Computer Science,2020,0
5032576109,0,1,114,Medicine,NA,1
5032577893,0,1,9568,Physics and Astronomy,NA,1
5032583833,1,1,4080,Engineering,2020,1
5032586510,0,1,3292,Engineering,NA,1
5032587556,0,1,15274,Computer Science,NA,0
5032589077,1,1,4081,Engineering,2021,1
5032594386,1,1,4082,Computer Science,2020,0
5032597148,1,1,4083,Computer Science,2019,0
5032597808,0,1,8680,Computer Science,NA,0
5032598206,0,1,1228,Computer Science,NA,0
5032607847,0,1,15290,Computer Science,NA,0
5032608896,0,1,11411,Engineering,NA,1
5032610247,0,1,14441,Environmental Science,NA,1
5032615847,1,1,4084,"Biochemistry, Genetics and Molecular Biology",2021,1
5032618055,0,1,9799,Engineering,NA,1
5032618817,1,1,4085,Computer Science,2021,0
5032619409,0,1,13328,"Business, Management and Accounting",NA,1
5032623398,0,1,12556,Computer Science,NA,0
5032625198,0,1,13851,Medicine,NA,1
5032628695,1,1,4086,"Business, Management and Accounting",2020,1
5032631067,0,1,3252,Engineering,NA,1
5032638290,1,1,4087,Engineering,2022,1
5032640502,0,1,1976,Computer Science,NA,0
5032640894,1,1,4088,Computer Science,2022,0
5032643292,0,1,6662,Computer Science,NA,0
5032643811,1,1,4089,Engineering,2022,1
5032643990,0,1,8060,Chemistry,NA,1
5032651215,1,1,4090,Engineering,2022,1
5032660436,1,1,4091,Computer Science,2021,0
5032664670,0,1,10734,"Biochemistry, Genetics and Molecular Biology",NA,1
5032675026,0,1,4777,Computer Science,NA,0
5032675056,0,1,14203,Earth and Planetary Sciences,NA,1
5032675715,1,1,4092,Computer Science,2019,0
5032675774,0,1,11850,Computer Science,NA,0
5032679061,1,1,4093,Computer Science,2022,0
5032686524,1,1,4094,Engineering,2021,1
5032688465,0,1,5687,Engineering,NA,1
5032689067,1,1,4095,Computer Science,2020,0
5032689109,0,1,8199,Computer Science,NA,0
5032689906,1,1,4096,Engineering,2022,1
5032700028,0,1,16111,Computer Science,NA,0
5032703603,1,1,4097,Engineering,2021,1
5032705325,1,1,4098,Medicine,2022,1
5032709945,0,1,11126,Computer Science,NA,0
5032711727,0,1,8369,Earth and Planetary Sciences,NA,1
5032713426,0,1,2411,Computer Science,NA,0
5032715085,1,1,4099,Computer Science,2021,0
5032717078,1,1,4100,Engineering,2021,1
5032724149,0,1,5011,Engineering,NA,1
5032724151,1,1,4101,"Biochemistry, Genetics and Molecular Biology",2022,1
5032724669,0,1,6117,Computer Science,NA,0
5032725664,1,1,4102,Computer Science,2022,0
5032725860,1,1,4103,Computer Science,2021,0
5032729465,0,1,14991,Physics and Astronomy,NA,1
5032739499,0,1,5059,Computer Science,NA,0
5032740979,1,1,4104,Medicine,2020,1
5032742719,0,1,2999,Computer Science,NA,0
5032746075,0,1,16114,Computer Science,NA,0
5032749574,0,1,633,Computer Science,NA,0
5032750097,1,1,4105,Computer Science,2019,0
5032752500,1,1,4106,Computer Science,2021,0
5032760128,1,1,4107,Computer Science,2022,0
5032765499,0,1,2796,Arts and Humanities,NA,1
5032765727,0,1,4535,Computer Science,NA,0
5032767467,1,1,4108,Computer Science,2019,0
5032768695,0,1,12272,"Biochemistry, Genetics and Molecular Biology",NA,1
5032770006,0,1,6886,Computer Science,NA,0
5032770298,1,1,4109,Physics and Astronomy,2022,1
5032774457,1,1,4110,Computer Science,2019,0
5032774978,0,1,5207,Neuroscience,NA,1
5032787307,0,1,14266,Computer Science,NA,0
5032794241,0,1,2384,Environmental Science,NA,1
5032798707,1,1,4111,Computer Science,2022,0
5032819582,1,1,4112,Engineering,2021,1
5032827482,0,1,4049,Medicine,NA,1
5032827834,0,1,3266,Psychology,NA,1
5032829313,0,1,5697,Computer Science,NA,0
5032834388,1,1,4113,Physics and Astronomy,2020,1
5032835260,1,1,4114,Computer Science,2021,0
5032837587,0,1,894,Physics and Astronomy,NA,1
5032839194,0,1,7115,Medicine,NA,1
5032844333,0,1,5240,Engineering,NA,1
5032851590,1,1,4115,Medicine,2020,1
5032852537,0,1,7217,Engineering,NA,1
5032858073,1,1,4116,Computer Science,2020,0
5032863573,1,1,4117,Computer Science,2021,0
5032864572,0,1,10654,Medicine,NA,1
5032875389,1,1,4118,Computer Science,2022,0
5032875587,1,1,4119,Computer Science,2021,0
5032877157,1,1,4120,Computer Science,2021,0
5032883585,1,1,4121,Engineering,2022,1
5032889367,0,1,14524,Earth and Planetary Sciences,NA,1
5032899454,0,1,16478,Arts and Humanities,NA,1
5032902130,1,1,4122,Computer Science,2022,0
5032912484,1,1,4123,Environmental Science,2022,1
5032913967,1,1,4124,Computer Science,2020,0
5032914357,0,1,2824,Social Sciences,NA,1
5032915188,0,1,2809,Medicine,NA,1
5032919424,1,1,4125,Computer Science,2022,0
5032927210,0,1,8952,Physics and Astronomy,NA,1
5032928664,0,1,4042,Computer Science,NA,0
5032933169,0,1,12266,Computer Science,NA,0
5032933923,0,1,100,Computer Science,NA,0
5032948369,1,1,4126,Social Sciences,2021,1
5032948428,1,1,4127,Computer Science,2022,0
5032950508,0,1,3343,Computer Science,NA,0
5032950974,0,1,6638,Engineering,NA,1
5032954059,0,1,15881,Computer Science,NA,0
5032958345,1,1,4128,Engineering,2019,1
5032967106,0,1,9261,Computer Science,NA,0
5032973013,0,1,6290,Engineering,NA,1
5032985237,0,1,6795,Earth and Planetary Sciences,NA,1
5032985635,1,1,4129,"Biochemistry, Genetics and Molecular Biology",2021,1
5032988611,1,1,4130,Computer Science,2020,0
5032990215,1,1,4131,Computer Science,2022,0
5032994571,0,1,11482,Medicine,NA,1
5032995957,1,1,4132,"Biochemistry, Genetics and Molecular Biology",2021,1
5033005163,0,1,3264,Materials Science,NA,1
5033005585,1,1,4133,Engineering,2020,1
5033006575,1,1,4134,Computer Science,2019,0
5033006662,1,1,4135,Computer Science,2020,0
5033008187,0,1,9829,Computer Science,NA,0
5033008790,0,1,3829,Engineering,NA,1
5033008893,0,1,10167,Engineering,NA,1
5033014552,1,1,4136,Computer Science,2021,0
5033018704,0,1,7405,Computer Science,NA,0
5033021388,0,1,1907,Computer Science,NA,0
5033024512,1,1,4137,Medicine,2022,1
5033024566,1,1,4138,Computer Science,2021,0
5033025672,0,1,15156,Environmental Science,NA,1
5033033910,1,1,4139,Computer Science,2020,0
5033036383,0,1,10947,Computer Science,NA,0
5033045475,1,1,4140,Engineering,2022,1
5033045856,0,1,1948,Engineering,NA,1
5033055563,0,1,5955,Physics and Astronomy,NA,1
5033061895,1,1,4141,Medicine,2021,1
5033065621,0,1,5155,Engineering,NA,1
5033070469,1,1,4142,Computer Science,2022,0
5033076583,1,1,4143,Computer Science,2021,0
5033106028,1,1,4144,Computer Science,2022,0
5033106421,1,1,4145,Physics and Astronomy,2021,1
5033111265,0,1,12039,Engineering,NA,1
5033111691,1,1,4146,Computer Science,2021,0
5033114444,1,1,4147,Computer Science,2022,0
5033114960,1,1,4148,Computer Science,2022,0
5033117805,0,1,10855,Computer Science,NA,0
5033119978,1,1,4149,Computer Science,2022,0
5033120247,1,1,4150,Computer Science,2021,0
5033127079,0,1,13712,Engineering,NA,1
5033128202,1,1,4151,Computer Science,2022,0
5033130411,0,1,13802,Social Sciences,NA,1
5033136241,0,1,4541,Engineering,NA,1
5033137339,1,1,4152,Computer Science,2020,0
5033137793,1,1,4153,Computer Science,2021,0
5033149837,0,1,12581,Computer Science,NA,0
5033154465,0,1,5157,Computer Science,NA,0
5033154792,1,1,4154,Medicine,2020,1
5033155787,0,1,16153,Computer Science,NA,0
5033157309,1,1,4155,Computer Science,2021,0
5033162130,1,1,4156,Computer Science,2022,0
5033166029,0,1,1645,Computer Science,NA,0
5033169453,1,1,4157,Chemistry,2022,1
5033174228,1,1,4158,Computer Science,2019,0
5033175043,1,1,4159,"Biochemistry, Genetics and Molecular Biology",2021,1
5033175927,0,1,15613,Computer Science,NA,0
5033179889,1,1,4160,Medicine,2021,1
5033185885,0,1,9051,Computer Science,NA,0
5033186300,1,1,4161,Medicine,2020,1
5033201088,1,1,4162,Computer Science,2020,0
5033203504,0,1,15713,Medicine,NA,1
5033203506,1,1,4163,Computer Science,2022,0
5033206850,0,1,3075,"Biochemistry, Genetics and Molecular Biology",NA,1
5033209021,1,1,4164,Agricultural and Biological Sciences,2022,1
5033216620,1,1,4165,Computer Science,2020,0
5033219457,1,1,4166,Computer Science,2022,0
5033220018,1,1,4167,Computer Science,2022,0
5033225381,1,1,4168,"Biochemistry, Genetics and Molecular Biology",2021,1
5033229239,0,1,8256,Engineering,NA,1
5033234592,0,1,12684,Computer Science,NA,0
5033235745,0,1,2369,Engineering,NA,1
5033236844,0,1,7097,Engineering,NA,1
5033237869,1,1,4169,Computer Science,2020,0
5033239420,1,1,4170,Computer Science,2021,0
5033242656,0,1,171,Computer Science,NA,0
5033242809,0,1,11854,Medicine,NA,1
5033243530,1,1,4171,Engineering,2021,1
5033243558,1,1,4172,"Biochemistry, Genetics and Molecular Biology",2022,1
5033249566,1,1,4173,"Biochemistry, Genetics and Molecular Biology",2021,1
5033250477,1,1,4174,Computer Science,2021,0
5033254559,1,1,4175,Computer Science,2022,0
5033254735,0,1,16793,Environmental Science,NA,1
5033257344,1,1,4176,Computer Science,2019,0
5033260018,0,1,7190,Computer Science,NA,0
5033263272,0,1,3466,Computer Science,NA,0
5033269202,1,1,4177,Computer Science,2021,0
5033273961,0,1,8710,Engineering,NA,1
5033281833,0,1,8328,Earth and Planetary Sciences,NA,1
5033282902,1,1,4178,Engineering,2021,1
5033291364,0,1,14970,"Biochemistry, Genetics and Molecular Biology",NA,1
5033297299,0,1,7276,Computer Science,NA,0
5033298230,0,1,12580,Materials Science,NA,1
5033299709,0,1,8200,Engineering,NA,1
5033299848,1,1,4179,Computer Science,2022,0
5033302750,1,1,4180,Computer Science,2021,0
5033307665,0,1,3934,Physics and Astronomy,NA,1
5033316100,0,1,11163,Computer Science,NA,0
5033317641,0,1,2102,Social Sciences,NA,1
5033318800,1,1,4181,Computer Science,2019,0
5033324841,1,1,4182,Computer Science,2020,0
5033330633,0,1,2466,Arts and Humanities,NA,1
5033338045,1,1,4183,Computer Science,2021,0
5033351506,0,1,207,Computer Science,NA,0
5033352276,0,1,12610,Computer Science,NA,0
5033353768,0,1,16543,Medicine,NA,1
5033354253,0,1,6816,Physics and Astronomy,NA,1
5033357376,0,1,11021,Engineering,NA,1
5033363790,0,1,10015,Computer Science,NA,0
5033364047,0,1,12273,Medicine,NA,1
5033365412,0,1,10977,Computer Science,NA,0
5033366028,0,1,10055,Engineering,NA,1
5033369839,0,1,7926,Physics and Astronomy,NA,1
5033371659,0,1,1479,"Business, Management and Accounting",NA,1
5033376109,1,1,4184,Computer Science,2018,0
5033381522,0,1,1370,Engineering,NA,1
5033381600,0,1,10558,Psychology,NA,1
5033386919,1,1,4185,Computer Science,2020,0
5033390365,1,1,4186,Computer Science,2022,0
5033390566,0,1,3662,Computer Science,NA,0
5033395053,0,1,9363,Neuroscience,NA,1
5033406444,0,1,6949,Computer Science,NA,0
5033411784,0,1,15225,Computer Science,NA,0
5033415173,0,1,13738,Engineering,NA,1
5033423587,0,1,12265,Earth and Planetary Sciences,NA,1
5033424831,0,1,9329,Engineering,NA,1
5033427661,0,1,3812,Environmental Science,NA,1
5033428202,1,1,4187,Computer Science,2022,0
5033437280,1,1,4188,Computer Science,2019,0
5033438150,0,1,12323,Earth and Planetary Sciences,NA,1
5033440124,1,1,4189,Computer Science,2022,0
5033443211,0,1,4795,Engineering,NA,1
5033444412,1,1,4190,Computer Science,2021,0
5033447808,1,1,4191,Computer Science,2021,0
5033449554,0,1,8025,Engineering,NA,1
5033455573,0,1,15461,"Business, Management and Accounting",NA,1
5033458445,1,1,4192,Computer Science,2022,0
5033473979,1,1,4193,Computer Science,2021,0
5033478820,0,1,13244,Engineering,NA,1
5033479714,1,1,4194,Medicine,2020,1
5033486362,1,1,4195,Medicine,2021,1
5033486668,1,1,4196,Computer Science,2020,0
5033489756,1,1,4197,Computer Science,2021,0
5033491388,0,1,12903,Engineering,NA,1
5033491986,1,1,4198,Computer Science,2020,0
5033495329,0,1,10647,Computer Science,NA,0
5033510515,1,1,4199,"Biochemistry, Genetics and Molecular Biology",2020,1
5033518314,1,1,4200,Computer Science,2022,0
5033520032,1,1,4201,Medicine,2021,1
5033526663,1,1,4202,Computer Science,2020,0
5033526822,1,1,4203,Computer Science,2021,0
5033530192,0,1,5572,Computer Science,NA,0
5033545201,0,1,1991,Computer Science,NA,0
5033547039,0,1,128,Engineering,NA,1
5033551303,0,1,3366,Neuroscience,NA,1
5033558076,1,1,4204,"Biochemistry, Genetics and Molecular Biology",2022,1
5033558251,0,1,586,Computer Science,NA,0
5033562494,1,1,4205,Computer Science,2020,0
5033576019,0,1,13471,Computer Science,NA,0
5033578262,0,1,11096,Medicine,NA,1
5033579333,1,1,4206,Computer Science,2022,0
5033580486,1,1,4207,Computer Science,2020,0
5033588812,1,1,4208,Computer Science,2021,0
5033592980,1,1,4209,Computer Science,2020,0
5033593139,0,1,463,Computer Science,NA,0
5033601857,0,1,11423,Computer Science,NA,0
5033602561,0,1,8123,Engineering,NA,1
5033602643,1,1,4210,"Biochemistry, Genetics and Molecular Biology",2020,1
5033602780,0,1,16197,"Biochemistry, Genetics and Molecular Biology",NA,1
5033606658,1,1,4211,Computer Science,2022,0
5033608525,1,1,4212,Computer Science,2022,0
5033612355,0,1,12914,Engineering,NA,1
5033624629,0,1,9693,Computer Science,NA,0
5033625726,1,1,4213,Computer Science,2021,0
5033626349,0,1,3386,Medicine,NA,1
5033629862,0,1,765,"Biochemistry, Genetics and Molecular Biology",NA,1
5033632230,0,1,13566,Computer Science,NA,0
5033647720,0,1,6627,"Economics, Econometrics and Finance",NA,1
5033654155,0,1,10908,Computer Science,NA,0
5033656765,0,1,11377,Computer Science,NA,0
5033665208,0,1,10492,Earth and Planetary Sciences,NA,1
5033667365,0,1,5057,Medicine,NA,1
5033671063,1,1,4214,Computer Science,2021,0
5033676752,1,1,4215,Computer Science,2022,0
5033683284,1,1,4216,Medicine,2022,1
5033684089,1,1,4217,"Business, Management and Accounting",2022,1
5033685295,1,1,4218,Computer Science,2021,0
5033693296,0,1,16668,Earth and Planetary Sciences,NA,1
5033696194,1,1,4219,Computer Science,2019,0
