fid,year,n,q90,q99,media,quota90,quota99,field
33,2018,37695,11,48,4.372144846796657,0.1057699960206924,0.010054383870539859,Social Sciences
33,2019,39962,13,53,4.83181522446324,0.1033732045443171,0.01035984184975727,Social Sciences
33,2020,43379,16,82,6.951428110375988,0.10336798911915904,0.010050946310426705,Social Sciences
33,2021,44543,18,80,7.158633230810677,0.10041981905125384,0.01014749792335496,Social Sciences
33,2022,40881,16,56,6.242288593723246,0.10501210831437587,0.010078031359311172,Social Sciences
33,2023,42298,9,35,3.633292354248428,0.11137642441723013,0.010757009787696817,Social Sciences
33,2024,46053,3,12,1.007361083968471,0.11441165613532235,0.010618200768679566,Social Sciences
34,2012,1019,10,29,3.759568204121688,0.10402355250245339,0.010794896957801767,Veterinary
34,2013,1012,10,28,3.6877470355731226,0.10375494071146245,0.011857707509881422,Veterinary
34,2014,1073,8,26,3.3438956197576886,0.12581547064305684,0.011183597390493943,Veterinary
34,2015,1048,9,20,3.239503816793893,0.11450381679389313,0.01049618320610687,Veterinary
34,2016,1072,10,25,3.5867537313432836,0.10820895522388059,0.010261194029850746,Veterinary
34,2017,1231,10,22,3.4581640942323313,0.10235580828594638,0.010560519902518278,Veterinary
34,2018,1206,12,31,4.4436152570480925,0.1011608623548922,0.011608623548922056,Veterinary
34,2019,1285,12,33,4.877821011673152,0.11361867704280156,0.010894941634241245,Veterinary
34,2020,1335,14,57,7.980524344569289,0.10486891385767791,0.010486891385767791,Veterinary
34,2021,1300,12,30,5.0,0.11384615384615385,0.01,Veterinary
34,2022,1245,12,38,5.400803212851406,0.1140562248995984,0.010441767068273093,Veterinary
34,2023,1313,9,28,3.7075399847677075,0.10967250571210967,0.011424219345011425,Veterinary
34,2024,1310,4,12,1.3137404580152672,0.10458015267175573,0.011450381679389313,Veterinary
35,2012,2945,11,30,3.9398981324278437,0.10390492359932088,0.010186757215619695,Dentistry
35,2013,3124,11,30,3.93437900128041,0.10371318822023047,0.010243277848911651,Dentistry
35,2014,3154,10,28,3.7669625871908687,0.1093849080532657,0.01046290424857324,Dentistry
35,2015,3236,9,22,3.44221260815822,0.12051915945611867,0.012978986402966625,Dentistry
35,2016,3295,10,29,3.873141122913505,0.10834597875569044,0.010015174506828529,Dentistry
35,2017,3366,10,29,3.8740344622697562,0.10724896019013666,0.010101010101010102,Dentistry
35,2018,3523,12,34,4.870281010502413,0.10502412716434857,0.01021856372409878,Dentistry
35,2019,3595,14,41,5.6230876216968015,0.11376912378303199,0.011126564673157162,Dentistry
35,2020,4429,16,62,7.765184014450215,0.10927974712124633,0.010386091668548205,Dentistry
35,2021,4714,16,45,6.304836656767077,0.10267288926601613,0.010394569367840474,Dentistry
35,2022,4733,15,41,6.023241073315022,0.1031058525248257,0.010564124234100993,Dentistry
35,2023,4547,10,28,4.02815042885419,0.1145810424455685,0.010556410820321091,Dentistry
35,2024,4850,4,12,1.3632989690721649,0.11587628865979381,0.010927835051546392,Dentistry
36,2012,10667,8,31,3.1103403018655666,0.11596512608980969,0.010124683603637386,Health Professions
36,2013,11269,9,33,3.3420889164965835,0.11092377318306859,0.01020498713284231,Health Professions
36,2014,11519,9,30,3.1281361229273372,0.10139769077176838,0.010504384061116416,Health Professions
36,2015,12811,9,29,3.409569900866443,0.10303645304816174,0.011006166575599094,Health Professions
36,2016,13072,9,31,3.1842105263157894,0.10457466340269278,0.010097919216646267,Health Professions
36,2017,13291,9,34,3.5101948687081483,0.11804980814084719,0.010458204800240765,Health Professions
36,2018,14146,11,40,4.221476035628446,0.10349215325887176,0.010250247419765305,Health Professions
36,2019,15036,13,43,4.855347166799681,0.10015961691939346,0.010242085661080074,Health Professions
36,2020,16297,15,77,7.1167085966742345,0.10388415045713935,0.010063201816285205,Health Professions
36,2021,16153,14,58,5.874017210425308,0.10629604407849935,0.010276728781031388,Health Professions
36,2022,15213,14,51,5.775981068822717,0.10359560901860251,0.010911720239269047,Health Professions
36,2023,16025,8,31,3.3337909516380657,0.11850234009360375,0.010358814352574103,Health Professions
36,2024,18645,3,11,0.9490480021453472,0.10356663984982568,0.010136765888978279,Health Professions
